ith_sess,session_id,navigate_click:0-4,cutscene_click:0-4,person_click:0-4,object_click:0-4,notification_click:0-4,observation_click:0-4,object_hover:0-4,map_hover:0-4,map_click:0-4,checkpoint:0-4,person_click:5-12,navigate_click:5-12,object_click:5-12,object_hover:5-12,cutscene_click:5-12,map_hover:5-12,notification_click:5-12,map_click:5-12,observation_click:5-12,checkpoint:5-12,navigate_click:13-22,person_click:13-22,cutscene_click:13-22,object_click:13-22,map_hover:13-22,object_hover:13-22,notification_click:13-22,map_click:13-22,observation_click:13-22,checkpoint:13-22,elapsed_time:0-4,event_index:0-4,elapsed_time:5-12,event_index:5-12,elapsed_time:13-22,event_index:13-22,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,num_correct,notebook_click:0-4,notebook_click:5-12,notebook_click:13-22
4485,21020608572679424,130,41,18,15,9,,,,3,1.0,135,435,87,,17,,10,9,2,1,847,144,86,26,,,8,20,4,1,149412.0,216.0,598538,925,1407361,2132,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,12,,,
4486,21020609033115348,36,30,18,6,6,1.0,4.0,1.0,2,1.0,116,61,20,15.0,12,9.0,9,6,2,1,128,119,74,24,11.0,24.0,11,6,3,1,180880.0,104.0,509660,366,1238234,809,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,,,
4487,21020609065957744,258,33,18,26,12,3.0,13.0,2.0,2,1.0,120,231,59,27.0,11,14.0,9,6,1,1,367,130,79,36,36.0,27.0,14,8,4,1,573376.0,369.0,1462724,869,3096864,1618,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,15,2.0,12.0,9.0
4488,21020610333807480,83,28,22,10,5,1.0,3.0,2.0,2,1.0,97,93,22,13.0,12,9.0,9,6,3,1,290,115,59,19,39.0,21.0,8,15,4,1,16495597.0,158.0,17138224,442,18720789,1070,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,9,2.0,11.0,18.0
4489,21020610524143130,89,30,23,14,11,1.0,2.0,1.0,2,1.0,138,191,94,45.0,11,9.0,12,8,6,1,677,162,74,34,85.0,13.0,12,29,8,1,354957.0,177.0,1289868,702,3378838,1872,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.0,6.0,33.0
4490,21020610561379090,108,28,18,7,8,1.0,6.0,4.0,2,1.0,98,316,16,23.0,11,14.0,9,6,3,1,361,100,61,14,42.0,17.0,6,9,4,1,483827.0,182.0,1490286,687,3602112,1337,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,11,,,
4491,21020610561651356,77,34,23,15,9,3.0,6.0,,2,1.0,117,105,42,23.0,13,24.0,9,9,2,1,164,123,75,30,23.0,24.0,14,7,4,1,342751.0,171.0,929941,530,1887919,1035,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16,2.0,4.0,2.0
4492,21020611393715788,112,35,22,22,12,4.0,7.0,2.0,2,1.0,129,148,67,27.0,11,20.0,9,6,2,1,339,133,78,46,30.0,30.0,8,8,4,1,333357.0,220.0,912826,662,1946482,1404,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,11,2.0,12.0,14.0
4493,21020611521956204,32,32,18,9,9,1.0,6.0,4.0,2,1.0,93,60,16,15.0,11,3.0,9,6,3,1,86,97,59,21,8.0,17.0,14,6,4,1,263762.0,123.0,679651,372,1386778,726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,10.0,17.0,4.0
4494,21020611594833092,49,29,19,14,9,6.0,7.0,3.0,2,1.0,113,208,41,29.0,12,46.0,9,21,3,1,165,102,57,13,10.0,16.0,6,7,3,1,2508887.0,147.0,4130993,681,6517522,1131,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,8,9.0,43.0,36.0
4495,21020612093636092,75,36,19,11,9,1.0,5.0,2.0,2,1.0,129,102,26,15.0,11,9.0,9,6,3,1,267,123,80,34,36.0,24.0,19,9,4,1,209110.0,162.0,691937,496,1673720,1136,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,15,2.0,15.0,2.0
4496,21020612224377130,82,25,24,12,5,1.0,4.0,,2,1.0,125,182,78,37.0,11,20.0,9,19,4,1,309,120,58,17,20.0,16.0,8,11,7,1,1494975.0,159.0,2415280,660,12070679,1288,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,9,4.0,6.0,24.0
4497,21020612270855204,129,29,23,8,8,3.0,,,2,1.0,132,214,21,,16,,9,7,1,1,471,116,82,15,,,8,10,4,1,136089.0,204.0,411559,625,922251,1402,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,15,2.0,,5.0
4498,21020612323139676,63,44,19,10,11,1.0,2.0,3.0,3,1.0,97,94,39,20.0,12,8.0,9,6,3,1,272,103,66,56,17.0,24.0,11,14,4,1,224179.0,160.0,4323203,475,5481614,1084,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,4.0,13.0,4.0
4499,21020612355569852,42,30,21,11,6,,4.0,1.0,2,1.0,107,96,50,29.0,11,15.0,9,9,2,1,447,127,55,55,113.0,39.0,13,38,7,1,261528.0,124.0,870163,476,5679245,1455,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,14,7.0,14.0,53.0
4500,21020613015017864,84,27,21,34,8,5.0,5.0,2.0,2,1.0,117,94,70,27.0,12,17.0,12,6,3,1,327,138,78,152,39.0,37.0,15,14,6,1,485991.0,207.0,986150,600,9468275,1550,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,19.0,20.0,103.0
4501,21020613084306860,60,32,24,14,11,1.0,4.0,2.0,2,1.0,96,85,43,22.0,11,17.0,9,10,1,1,160,98,56,29,15.0,21.0,11,6,4,1,490540.0,150.0,1254287,450,2578079,889,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,13,,,
4502,21020613422596264,35,32,18,6,6,,3.0,1.0,2,1.0,102,66,17,14.0,12,6.0,9,6,1,1,194,118,60,26,23.0,16.0,6,16,6,1,154992.0,103.0,461359,346,1168191,850,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,15,,,4.0
4503,21020614271503184,56,40,18,17,6,,3.0,1.0,3,1.0,122,115,22,17.0,13,4.0,9,6,3,1,233,148,84,19,19.0,15.0,8,8,4,1,125988.0,144.0,396137,477,943072,1073,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,16,,,
4504,21020614284685090,144,44,21,14,14,3.0,,,3,1.0,107,178,39,,13,,9,9,2,1,352,109,57,18,,,8,9,6,1,194994.0,243.0,660472,618,1413832,1239,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,9,,4.0,9.0
4505,21020614510057330,32,30,18,11,9,,5.0,,2,1.0,93,59,19,19.0,11,6.0,9,6,2,1,107,98,53,27,8.0,18.0,8,6,3,1,314178.0,114.0,1168982,371,2147469,742,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,12,7.0,28.0,10.0
4506,21020615174601760,134,30,25,14,5,7.0,,,3,1.0,95,149,64,,14,,9,9,3,1,208,109,60,29,,,11,7,5,1,305074.0,218.0,842630,581,1834024,1073,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,15,,8.0,22.0
4507,21020615521458136,232,31,21,24,8,3.0,,,2,1.0,123,492,236,,12,,12,20,2,1,1192,139,92,73,,,6,44,12,1,341606.0,332.0,1192131,1252,2981046,2883,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,11.0,13.0,29.0
4508,21020616020121550,113,31,25,8,9,2.0,3.0,3.0,3,1.0,131,246,171,40.0,11,16.0,9,12,5,1,833,166,76,40,30.0,21.0,6,23,6,1,512558.0,205.0,1761440,874,4390309,2180,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,11,8.0,18.0,62.0
4509,21020616351213570,48,28,18,8,9,1.0,3.0,1.0,2,1.0,105,72,18,17.0,11,11.0,9,6,2,1,130,101,53,16,12.0,18.0,8,6,4,1,275835.0,118.0,735171,373,1705385,755,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,16,,,2.0
4510,21020617171547280,60,32,19,7,9,1.0,3.0,1.0,2,1.0,105,108,50,43.0,12,6.0,9,6,4,1,159,107,61,15,34.0,11.0,8,12,5,1,209050.0,138.0,727101,489,1501438,943,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,16,4.0,,
4511,21020617172573216,77,32,25,15,9,2.0,8.0,1.0,2,1.0,98,103,27,23.0,11,6.0,9,6,2,1,262,100,62,16,21.0,12.0,8,11,7,1,210648.0,175.0,629217,484,1460133,1039,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,14,4.0,14.0,16.0
4512,21020617215439916,95,31,18,16,8,2.0,5.0,1.0,2,1.0,100,101,31,18.0,14,9.0,9,8,6,1,261,119,58,20,24.0,13.0,6,14,3,1,301949.0,180.0,943582,498,2237382,1078,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,11,2.0,13.0,14.0
4513,21020617244018396,109,52,18,11,9,,5.0,2.0,2,1.0,128,201,41,16.0,12,5.0,9,7,1,1,260,126,81,30,11.0,19.0,8,8,4,1,110836.0,208.0,334987,651,763570,1257,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,12,,12.0,8.0
4514,21020617363189370,103,30,23,12,8,4.0,,,3,1.0,114,112,30,,11,,9,6,3,1,134,119,75,29,,,14,10,4,1,272595.0,193.0,676820,495,1323841,925,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,16,10.0,8.0,3.0
4515,21020617375434276,79,26,22,13,8,1.0,4.0,2.0,4,1.0,101,105,39,25.0,13,21.0,9,10,2,1,176,107,61,37,28.0,39.0,8,10,4,1,358018.0,167.0,948166,517,2085440,1068,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,14,8.0,16.0,42.0
4516,21020617441622130,61,25,18,7,5,,6.0,,3,1.0,116,100,26,22.0,14,9.0,9,7,2,1,384,130,70,16,20.0,11.0,8,9,8,1,217457.0,125.0,672406,438,1564550,1140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,17,,,8.0
4517,21020617531649336,61,28,20,10,9,1.0,3.0,4.0,2,1.0,107,109,30,15.0,13,11.0,9,9,4,1,191,100,62,24,17.0,19.0,11,8,3,1,298583.0,141.0,901641,452,1805062,934,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,13,3.0,,
4518,21020618143279870,43,27,18,7,5,,4.0,2.0,2,1.0,90,69,16,17.0,42,13.0,9,6,1,1,136,92,60,16,9.0,13.0,8,6,4,1,589.0,108.0,932,351,300,732,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,,,
4519,21020619233008900,68,33,18,18,8,2.0,8.0,3.0,2,1.0,123,138,27,28.0,14,11.0,9,9,1,1,240,122,75,21,16.0,22.0,11,7,3,1,163283.0,164.0,506549,539,1112186,1105,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,16,4.0,,
4520,21020621490113896,45,29,18,10,8,1.0,3.0,5.0,2,1.0,96,100,25,20.0,11,9.0,9,6,2,1,148,97,58,16,12.0,15.0,8,6,4,1,318900.0,121.0,866177,414,1679426,817,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,15,,4.0,
4521,21020622104942784,70,38,18,7,5,,5.0,2.0,4,1.0,103,107,28,21.0,11,11.0,9,9,1,1,188,106,63,19,29.0,16.0,17,8,6,1,160706.0,149.0,691598,465,1563198,966,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,13,,,2.0
4522,21030001320590884,60,32,27,43,5,4.0,8.0,,2,1.0,127,92,40,33.0,11,8.0,9,7,1,1,304,154,71,31,53.0,24.0,10,16,6,1,471183.0,193.0,1322072,553,3056826,1313,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,14,12.0,28.0,54.0
4523,21030007210747224,39,35,20,9,9,1.0,8.0,3.0,3,1.0,123,61,30,16.0,11,9.0,9,8,1,1,107,119,79,17,22.0,16.0,8,9,4,1,463084.0,135.0,1157708,430,4588029,876,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,14,8.0,16.0,22.0
4524,21030007491054070,88,49,24,22,6,1.0,,,2,1.0,138,288,29,,15,,9,9,5,1,593,154,82,27,,,8,17,5,1,282024.0,192.0,819226,700,2041483,1681,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,12,,4.0,50.0
4525,21030007531088856,55,30,18,9,6,1.0,2.0,,2,1.0,98,75,23,20.0,11,8.0,9,7,1,1,148,101,54,18,12.0,16.0,11,7,4,1,333855.0,123.0,910557,383,1804314,799,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,17,,3.0,10.0
4526,21030008074046024,95,41,26,8,5,1.0,,,2,1.0,99,118,18,,11,,9,8,1,1,403,106,66,37,,,6,12,3,1,124407.0,165.0,391599,446,1320813,1130,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,11,,,5.0
4527,21030009094719040,32,32,18,8,5,,3.0,3.0,2,1.0,99,83,32,15.0,13,4.0,9,6,4,1,185,108,55,23,18.0,15.0,14,7,5,1,383963.0,105.0,747400,380,1592403,852,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,14,2.0,4.0,2.0
4528,21030009304396370,90,30,18,16,5,3.0,4.0,1.0,2,1.0,102,145,42,23.0,11,10.0,9,9,3,1,239,104,64,20,9.0,12.0,10,9,3,1,367170.0,171.0,1116195,539,2797026,1048,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,9,2.0,2.0,
4529,21030009365948644,54,31,18,7,5,1.0,3.0,1.0,2,1.0,112,181,34,33.0,13,29.0,9,16,1,1,428,150,58,82,67.0,42.0,16,33,4,1,157422.0,124.0,787541,566,2487036,1506,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,8,2.0,10.0,23.0
4530,21030009443182010,53,30,20,7,6,,4.0,1.0,2,1.0,111,96,21,18.0,13,5.0,9,7,2,1,195,113,58,15,17.0,16.0,8,8,4,1,208206.0,125.0,656501,416,1381316,890,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,16,2.0,,
4531,21030010154652350,46,27,19,20,5,1.0,4.0,1.0,2,1.0,119,69,29,28.0,12,14.0,9,6,2,1,196,129,73,32,14.0,28.0,14,6,4,1,222553.0,128.0,773726,428,1587120,972,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,14,3.0,2.0,7.0
4532,21030010413890896,121,42,21,14,11,,,,2,1.0,147,407,96,,16,,9,11,4,1,691,125,79,149,,,11,21,6,1,118324.0,211.0,701546,917,2865025,2057,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,9,,2.0,13.0
4533,21030010474420896,42,27,19,13,8,3.0,6.0,2.0,3,1.0,96,84,74,32.0,12,11.0,9,8,4,1,133,110,57,26,13.0,21.0,11,8,4,1,342326.0,129.0,3142513,474,4249684,910,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,16,6.0,7.0,15.0
4534,21030010510487388,44,26,18,8,8,1.0,5.0,3.0,2,1.0,119,72,20,19.0,11,14.0,9,6,1,1,183,124,75,29,16.0,29.0,8,8,5,1,252299.0,115.0,689180,397,1982798,918,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,10,,,
4535,21030011045797096,42,34,18,17,9,,2.0,1.0,2,1.0,129,120,62,35.0,11,29.0,9,9,1,1,223,127,73,34,28.0,21.0,6,11,4,1,303592.0,134.0,875839,560,2284311,1148,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,7,9.0,15.0,20.0
4536,21030011261738736,72,31,24,14,9,,7.0,3.0,3,1.0,109,162,68,35.0,12,20.0,9,9,2,2,326,107,60,15,20.0,12.0,11,7,7,1,1816830.0,172.0,19287817,1247,12370565,1201,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,15,9.0,2.0,8.0
4537,21030011445256430,61,26,21,21,8,2.0,4.0,1.0,2,1.0,104,100,71,36.0,11,13.0,9,8,3,1,240,117,61,28,18.0,19.0,14,10,5,1,450495.0,153.0,1036586,535,1877467,1096,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,15,7.0,14.0,11.0
4538,21030012180875810,121,49,22,14,9,,,,2,1.0,106,218,70,,17,,9,9,2,1,447,125,62,41,,,6,15,3,1,85085.0,217.0,270755,662,765779,1429,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,13,,,8.0
4539,21030012533871920,80,30,24,21,9,3.0,6.0,3.0,2,1.0,120,91,27,19.0,11,11.0,9,6,3,1,136,124,76,17,10.0,21.0,8,6,5,1,281630.0,183.0,707376,491,1343874,933,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,5.0,2.0,
4540,21030012561901396,100,31,18,18,6,2.0,7.0,3.0,3,1.0,128,123,28,23.0,12,17.0,9,10,2,1,179,134,78,38,22.0,31.0,11,7,3,1,229812.0,188.0,1452950,557,4185194,1135,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,13,,9.0,26.0
4541,21030013141554180,46,27,19,19,8,4.0,5.0,2.0,2,1.0,116,111,54,25.0,11,23.0,9,7,4,1,165,124,79,19,15.0,13.0,8,8,3,1,349717.0,134.0,935171,506,1942204,985,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,14,2.0,2.0,2.0
4542,21030013520626490,37,32,18,6,6,,1.0,5.0,2,1.0,123,63,22,21.0,11,10.0,9,6,1,1,110,121,73,14,13.0,15.0,8,6,4,1,234965.0,107.0,1052490,382,2889211,782,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,13,,,
4543,21030014050871384,42,26,18,6,5,,3.0,2.0,2,1.0,124,91,18,13.0,11,11.0,9,7,2,1,124,119,75,15,22.0,15.0,8,9,5,1,223103.0,108.0,754946,416,1691935,865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,4.0,14.0,18.0
4544,21030015094797080,52,27,21,10,5,1.0,3.0,,2,1.0,115,70,22,14.0,12,13.0,9,7,1,1,282,123,78,36,33.0,23.0,8,11,3,1,364027.0,123.0,880928,392,1724388,1048,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,16,2.0,,13.0
4545,21030015160268864,77,32,21,29,6,2.0,6.0,3.0,4,1.0,102,131,69,24.0,12,14.0,15,7,3,1,425,152,63,175,65.0,22.0,18,26,4,1,267912.0,180.0,777274,569,2069795,1561,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,11,,,
4546,21030015321870750,31,25,19,6,5,1.0,2.0,1.0,2,1.0,116,57,30,20.0,11,4.0,9,6,2,1,346,138,75,69,25.0,16.0,6,14,8,1,283697.0,104.0,888684,391,2613727,1184,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,10,12.0,24.0,55.0
4547,21030016193322500,238,67,19,58,10,2.0,,,2,1.0,136,469,98,,21,,9,6,5,1,417,111,88,24,,,6,7,4,1,248940.0,405.0,1025619,1196,2357832,1954,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,14,9.0,26.0,43.0
4548,21030016371529264,64,30,19,12,9,1.0,8.0,2.0,2,1.0,96,85,75,61.0,11,22.0,9,13,2,1,201,114,58,31,29.0,48.0,8,10,4,1,352257.0,154.0,1039329,560,2588398,1147,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,12,7.0,23.0,47.0
4549,21030016534187260,92,29,24,17,8,11.0,5.0,2.0,3,1.0,121,133,118,51.0,15,19.0,9,10,3,1,383,151,77,21,52.0,16.0,9,23,6,1,398173.0,191.0,1370412,686,2785307,1474,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,10,,3.0,7.0
4550,21030017071620996,39,33,22,9,9,3.0,3.0,1.0,2,1.0,130,127,40,21.0,11,16.0,9,9,5,1,115,131,75,15,9.0,12.0,8,6,3,1,291503.0,124.0,1160574,504,2061864,921,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,3.0,,
4551,21030017164459748,93,40,19,14,8,2.0,2.0,1.0,3,1.0,133,115,17,16.0,13,10.0,9,9,3,1,281,133,79,21,80.0,19.0,12,25,5,1,378732.0,182.0,1085822,512,2954358,1217,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,11,,,14.0
4552,21030017344213900,70,32,18,18,6,1.0,,,2,1.0,97,171,22,,14,,9,7,1,1,486,97,62,44,,,8,15,4,1,193551.0,147.0,543268,482,1424235,1259,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,15,,4.0,9.0
4553,21030018100816936,63,27,18,12,5,1.0,4.0,3.0,2,1.0,96,77,19,13.0,12,4.0,12,8,1,1,316,106,64,26,19.0,24.0,13,7,5,1,194864.0,135.0,584474,386,1621390,1010,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,15,,,
4554,21030019244690376,41,25,18,14,8,,3.0,,2,1.0,110,104,30,23.0,13,15.0,12,8,5,1,169,107,59,14,13.0,17.0,8,6,3,1,383072.0,111.0,1044751,442,1910139,880,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,,2.0,6.0
4555,21030023102182980,51,27,18,8,8,,2.0,,2,1.0,119,76,21,14.0,11,6.0,9,8,3,1,160,131,75,14,17.0,8.0,8,13,5,1,249631.0,120.0,723068,400,2083011,885,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,12,4.0,4.0,14.0
4556,21030107024051760,32,25,18,10,5,1.0,7.0,2.0,2,1.0,144,174,84,58.0,13,30.0,9,12,6,1,209,136,72,24,32.0,23.0,8,12,3,1,368517.0,104.0,1379402,661,22034518,1231,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,13,2.0,22.0,16.0
4557,21030107300395788,53,39,19,16,6,,3.0,1.0,2,1.0,99,88,71,43.0,15,8.0,9,9,2,1,190,101,63,18,19.0,19.0,6,10,4,1,107919.0,139.0,403921,497,1201344,974,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,11,,,9.0
4558,21030107324136664,37,31,18,10,9,1.0,3.0,,2,1.0,115,64,20,18.0,11,13.0,9,7,3,1,137,131,81,22,28.0,23.0,8,10,3,1,297412.0,111.0,784040,383,1813109,871,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,13,,,4.0
4559,21030107335058224,62,30,18,11,12,,5.0,,2,1.0,93,60,18,19.0,12,7.0,9,6,1,1,132,98,58,20,21.0,22.0,8,7,4,1,171999.0,145.0,438305,377,996126,783,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,5.0,,
4560,21030107473964620,55,37,18,13,8,1.0,6.0,2.0,2,1.0,125,103,18,14.0,14,15.0,9,9,5,1,196,121,74,19,17.0,13.0,8,9,4,1,260067.0,144.0,621866,466,1269031,972,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,17,2.0,,2.0
4561,21030108013629616,50,35,18,8,5,,2.0,,2,1.0,104,81,26,21.0,15,10.0,9,6,1,1,224,106,56,13,11.0,16.0,11,10,4,1,106910.0,120.0,471952,403,1415079,895,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,10,,3.0,2.0
4562,21030108281465864,47,33,20,7,9,,1.0,2.0,2,1.0,132,99,26,11.0,11,5.0,9,7,2,1,203,135,80,22,11.0,13.0,8,7,5,1,229191.0,121.0,641812,430,1503224,960,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,15,,,2.0
4563,21030108372363868,72,28,21,8,11,3.0,4.0,1.0,2,1.0,115,78,20,21.0,15,9.0,9,7,2,1,211,123,71,12,16.0,11.0,8,7,5,1,205244.0,150.0,567792,434,1310425,946,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,16,,,7.0
4564,21030108415043750,34,32,20,9,9,1.0,2.0,4.0,3,1.0,127,121,42,28.0,13,11.0,9,8,2,1,319,142,72,20,77.0,20.0,6,19,4,1,253980.0,116.0,1012298,484,2698840,1249,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,12,2.0,2.0,49.0
4565,21030108420624536,69,38,19,14,9,1.0,7.0,,2,1.0,116,78,18,15.0,11,9.0,9,7,3,1,137,123,73,17,10.0,12.0,10,6,4,1,284337.0,161.0,792339,442,1620435,879,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,2.0,4.0,4.0
4566,21030108433830790,53,32,20,14,6,1.0,8.0,2.0,2,1.0,117,114,56,22.0,11,9.0,9,8,5,1,187,137,79,21,15.0,17.0,14,7,4,1,351990.0,145.0,1078727,506,2299037,1031,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,10,7.0,,4.0
4567,21030108462324424,52,30,21,14,8,2.0,4.0,3.0,2,1.0,97,112,64,24.0,11,18.0,9,9,4,1,210,109,61,19,22.0,15.0,14,10,4,1,318310.0,144.0,928677,509,1937625,1025,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,13,8.0,8.0,14.0
4568,21030108474807388,76,29,23,25,9,2.0,3.0,,3,1.0,97,93,21,20.0,13,11.0,9,7,4,1,414,111,62,43,39.0,53.0,8,14,5,1,314314.0,175.0,891625,464,2351843,1252,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,8,5.0,,2.0
4569,21030108481673656,71,27,18,42,8,3.0,6.0,3.0,2,1.0,98,152,50,23.0,12,18.0,9,10,5,1,250,117,58,29,31.0,28.0,18,8,5,1,468833.0,187.0,1253620,586,2420012,1185,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,12,7.0,5.0,16.0
4570,21030108515728484,56,34,18,8,6,,4.0,3.0,2,1.0,119,85,18,22.0,11,19.0,9,7,3,1,155,117,77,13,18.0,19.0,8,6,3,1,223069.0,131.0,648671,435,3981327,893,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,11,,,
4571,21030108571684228,66,27,19,13,8,2.0,3.0,3.0,2,1.0,126,130,76,26.0,11,13.0,9,7,4,1,149,125,76,45,33.0,24.0,17,6,5,1,269695.0,147.0,901091,562,2355711,1094,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15,4.0,6.0,14.0
4572,21030109051996064,116,36,23,7,6,,3.0,,2,1.0,121,145,26,13.0,11,3.0,10,7,4,1,227,130,74,19,28.0,19.0,6,17,5,1,165666.0,193.0,482070,541,1263697,1121,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,12,,,8.0
4573,21030109062985532,61,31,19,9,5,2.0,7.0,1.0,2,1.0,95,185,38,35.0,11,22.0,9,8,8,1,282,103,62,25,39.0,26.0,11,11,6,1,310979.0,145.0,996862,572,2099328,1183,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,9,8.0,4.0,6.0
4574,21030109143814630,69,43,18,10,9,,4.0,2.0,2,1.0,103,116,31,20.0,13,15.0,9,8,3,1,201,99,62,52,27.0,36.0,6,9,6,1,97396.0,157.0,458120,493,1057494,1040,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,13,,,2.0
